comment,sentiment,PE,EE,SI,FC
"menu-menunya membingungkan,banyak iklan ganggu. viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,1,0,5,0
"tidak guna,malah bikin kerjaan makin numpuk. cara pakainya gampang banget,gak perlu tutorial.",positive,1,1,0,0
"cara pakainya gampang banget,gak perlu tutorial. output-nya kurang akurat buat kebutuhan profesional.",positive,0,5,1,1
"cara pakainya gampang banget,gak perlu tutorial. support-nya oke,ada panduan lengkap di websitenya. gokil",positive,1,5,3,1
"hasil generate-nya oke punya,bikin kerjaan sat set. koneksi internet harus stabil biar tidak gagal terus. anjir",positive,1,1,1,1
koneksi internet harus stabil biar tidak gagal terus. gokil,positive,1,0,1,1
"banyak influencer yang bahas,jadi penasaran. boleh lah",neutral,0,1,1,0
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,1,1,1,0
"menu-menunya membingungkan,banyak iklan ganggu. kuota boros banget buat generate video 10 detik doang. boleh lah",negative,0,0,1,1
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. parah sih",positive,1,0,3,1
"tidak guna,malah bikin kerjaan makin numpuk. menu-menunya membingungkan,banyak iklan ganggu.",negative,0,0,1,0
"temen-temen kantor udah pada pake,masa saya nggak. asli",neutral,0,1,1,0
"temen-temen kantor udah pada pake,masa saya nggak. koneksi internet harus stabil biar tidak gagal terus.",neutral,1,1,1,1
"viral di tiktok mangkanya nyobain,ternyata emang keren. parah sih",positive,1,1,5,0
"user friendly parah,pemula pasti langsung paham. ngebantu cari ide konten pas lagi mampet. anjir",positive,0,5,3,1
"hasil generate-nya oke punya,bikin kerjaan sat set. laptop spek rendah tetep bisa akses lewat cloud,mantap. mending skip",positive,0,0,1,2
"support-nya oke,ada panduan lengkap di websitenya. anjir",neutral,0,1,1,1
kuota boros banget buat generate video 10 detik doang. ngebantu cari ide konten pas lagi mampet. asli,negative,1,0,1,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. boleh lah",neutral,1,1,1,1
tools ini ngebantu banget buat nyelesain tugas kuliah. parah sih,positive,0,0,3,1
"sayang banget harus pake vpn baru bisa akses. cara pakainya gampang banget,gak perlu tutorial.",positive,0,5,1,1
"user friendly parah,pemula pasti langsung paham. hasil generate-nya oke punya,bikin kerjaan sat set. parah sih",positive,0,5,2,1
"simpel dan elegan,navigasinya enak dipandang.",positive,1,1,1,0
instalasi vpn-nya bikin pusing tujuh keliling.,negative,1,1,0,0
"simpel dan elegan,navigasinya enak dipandang. boleh lah",positive,1,1,1,1
"banyak influencer yang bahas,jadi penasaran. simpel dan elegan,navigasinya enak dipandang.",positive,1,0,1,1
"simpel dan elegan,navigasinya enak dipandang.",positive,1,1,1,0
ngebantu cari ide konten pas lagi mampet. gokil,positive,1,1,5,1
"output-nya kurang akurat buat kebutuhan profesional. tidak peduli orang bilang apa,saya tetep nyaman pake ini. asli",negative,1,1,1,1
"simpel dan elegan,navigasinya enak dipandang. hasil generate-nya oke punya,bikin kerjaan sat set. no debat",positive,1,1,1,1
"tidak guna,malah bikin kerjaan makin numpuk. gas terus",negative,0,0,1,0
output-nya kurang akurat buat kebutuhan profesional.,negative,1,1,0,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. user friendly parah,pemula pasti langsung paham. asli",positive,0,5,1,1
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. laptop spek rendah tetep bisa akses lewat cloud,mantap. no debat",positive,1,1,5,2
hp kentang saya tidak kuat jalanin aplikasi ini. asli,negative,0,1,0,1
"sangat efektif untuk meningkatkan produktivitas kerja. laptop spek rendah tetep bisa akses lewat cloud,mantap. asli",positive,1,1,5,1
"kuota boros banget buat generate video 10 detik doang. tidak peduli orang bilang apa,saya tetep nyaman pake ini. wkwk",negative,1,0,1,1
"koneksi internet harus stabil biar tidak gagal terus. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,1,1,1,1
"hasil generate-nya oke punya,bikin kerjaan sat set. wkwk",positive,1,1,1,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,0,0,1,4
kuota boros banget buat generate video 10 detik doang. anjir,negative,0,0,0,1
koneksi internet harus stabil biar tidak gagal terus. dosen saya nyaranin pake ini buat riset. asli,positive,0,1,1,1
"hasil generate-nya oke punya,bikin kerjaan sat set. user friendly parah,pemula pasti langsung paham. boleh lah",positive,0,5,1,1
"simpel dan elegan,navigasinya enak dipandang. viral di tiktok mangkanya nyobain,ternyata emang keren. parah sih",positive,1,1,5,0
"tidak guna,malah bikin kerjaan makin numpuk. laptop spek rendah tetep bisa akses lewat cloud,mantap. parah sih",negative,0,0,2,2
dosen saya nyaranin pake ini buat riset.,neutral,0,1,1,0
"banyak influencer yang bahas,jadi penasaran. wkwk",positive,0,1,1,0
output-nya kurang akurat buat kebutuhan profesional.,negative,1,1,0,0
"menu-menunya membingungkan,banyak iklan ganggu. gas terus",negative,0,0,1,0
sangat efektif untuk meningkatkan produktivitas kerja.,positive,1,1,5,1
"output-nya kurang akurat buat kebutuhan profesional. ribet bener interfacenya,bingung mau klik mana.",negative,1,2,0,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. temen-temen kantor udah pada pake,masa saya nggak.",positive,0,1,1,3
"hasil generate-nya oke punya,bikin kerjaan sat set. parah sih",positive,1,1,1,1
"temen-temen kantor udah pada pake,masa saya nggak. parah sih",neutral,1,1,1,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. mending skip",positive,0,0,0,3
"menu-menunya membingungkan,banyak iklan ganggu. viral di tiktok mangkanya nyobain,ternyata emang keren. no debat",positive,1,0,5,0
"sayang banget harus pake vpn baru bisa akses. tidak guna,malah bikin kerjaan makin numpuk.",negative,1,0,1,1
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,1,1,1,0
"cara pakainya gampang banget,gak perlu tutorial. output-nya kurang akurat buat kebutuhan profesional.",positive,0,5,1,1
"viral di tiktok mangkanya nyobain,ternyata emang keren. output-nya kurang akurat buat kebutuhan profesional.",positive,1,1,5,1
sangat efektif untuk meningkatkan produktivitas kerja.,positive,1,1,5,1
"user friendly parah,pemula pasti langsung paham. no debat",positive,0,5,1,0
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. tidak guna,malah bikin kerjaan makin numpuk. gas terus",negative,1,0,1,0
"viral di tiktok mangkanya nyobain,ternyata emang keren. boleh lah",positive,1,1,5,0
"ribet bener interfacenya,bingung mau klik mana. gas terus",negative,0,1,0,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. gas terus",positive,1,0,1,1
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. boleh lah",neutral,1,1,1,1
"ribet bener interfacenya,bingung mau klik mana. sangat efektif untuk meningkatkan produktivitas kerja. mending skip",negative,0,1,3,1
sangat efektif untuk meningkatkan produktivitas kerja. gas terus,positive,1,0,5,0
"user friendly parah,pemula pasti langsung paham. koneksi internet harus stabil biar tidak gagal terus.",positive,1,5,2,1
sayang banget harus pake vpn baru bisa akses. anjir,neutral,0,0,0,1
"tools ini ngebantu banget buat nyelesain tugas kuliah. user friendly parah,pemula pasti langsung paham.",positive,0,5,1,1
"output-nya kurang akurat buat kebutuhan profesional. tidak peduli orang bilang apa,saya tetep nyaman pake ini. asli",negative,1,1,1,1
"support-nya oke,ada panduan lengkap di websitenya. mending skip",neutral,0,1,1,1
output-nya kurang akurat buat kebutuhan profesional.,negative,1,1,0,0
hp kentang saya tidak kuat jalanin aplikasi ini.,negative,1,1,0,1
koneksi internet harus stabil biar tidak gagal terus.,neutral,1,1,1,1
ngebantu cari ide konten pas lagi mampet. rekomendasi dari komunitas ai ini emang tidak pernah gagal.,positive,1,0,2,0
"simpel dan elegan,navigasinya enak dipandang. gokil",positive,1,1,5,1
"sayang banget harus pake vpn baru bisa akses. viral di tiktok mangkanya nyobain,ternyata emang keren. boleh lah",positive,1,0,5,1
"user friendly parah,pemula pasti langsung paham. wkwk",positive,0,5,1,0
output-nya kurang akurat buat kebutuhan profesional. kuota boros banget buat generate video 10 detik doang.,negative,0,1,1,1
"viral di tiktok mangkanya nyobain,ternyata emang keren. anjir",positive,1,0,5,0
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,1,1,1,0
"hasil generate-nya oke punya,bikin kerjaan sat set.",neutral,1,1,1,1
"ribet bener interfacenya,bingung mau klik mana. banyak influencer yang bahas,jadi penasaran. anjir",negative,0,1,1,0
"tidak guna,malah bikin kerjaan makin numpuk. gokil",negative,0,0,1,1
hp kentang saya tidak kuat jalanin aplikasi ini. no debat,negative,1,0,0,1
"cara pakainya gampang banget,gak perlu tutorial. rekomendasi dari komunitas ai ini emang tidak pernah gagal. gokil",positive,1,5,5,1
"cara pakainya gampang banget,gak perlu tutorial. kuota boros banget buat generate video 10 detik doang. wkwk",positive,0,5,1,1
"hp kentang saya tidak kuat jalanin aplikasi ini. viral di tiktok mangkanya nyobain,ternyata emang keren. anjir",positive,1,0,5,1
dosen saya nyaranin pake ini buat riset. ngebantu cari ide konten pas lagi mampet.,positive,1,0,1,1
tools ini ngebantu banget buat nyelesain tugas kuliah. kuota boros banget buat generate video 10 detik doang. asli,positive,0,0,1,0
"sangat efektif untuk meningkatkan produktivitas kerja. banyak influencer yang bahas,jadi penasaran.",positive,1,1,5,1
"simpel dan elegan,navigasinya enak dipandang. no debat",positive,1,1,1,0
"simpel dan elegan,navigasinya enak dipandang. no debat",positive,1,1,1,0
output-nya kurang akurat buat kebutuhan profesional. mending skip,negative,0,1,1,0
dosen saya nyaranin pake ini buat riset.,neutral,0,1,1,0
"tidak guna,malah bikin kerjaan makin numpuk. dosen saya nyaranin pake ini buat riset. parah sih",negative,0,0,1,1
"kuota boros banget buat generate video 10 detik doang. temen-temen kantor udah pada pake,masa saya nggak. parah sih",negative,0,0,1,1
"temen-temen kantor udah pada pake,masa saya nggak. gas terus",neutral,1,0,1,0
"banyak influencer yang bahas,jadi penasaran.",neutral,0,1,1,0
"banyak influencer yang bahas,jadi penasaran.",neutral,0,1,1,0
"simpel dan elegan,navigasinya enak dipandang.",positive,1,1,1,0
"support-nya oke,ada panduan lengkap di websitenya. instalasi vpn-nya bikin pusing tujuh keliling. gokil",positive,1,2,5,1
"simpel dan elegan,navigasinya enak dipandang. anjir",positive,1,1,1,0
dosen saya nyaranin pake ini buat riset. output-nya kurang akurat buat kebutuhan profesional. parah sih,negative,0,1,1,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap. tidak guna,malah bikin kerjaan makin numpuk.",positive,0,0,1,3
koneksi internet harus stabil biar tidak gagal terus. sangat efektif untuk meningkatkan produktivitas kerja. gokil,positive,1,1,5,1
"tools ini ngebantu banget buat nyelesain tugas kuliah. viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,1,0,5,0
"instalasi vpn-nya bikin pusing tujuh keliling. hasil generate-nya oke punya,bikin kerjaan sat set.",negative,1,1,1,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap. boleh lah",positive,0,0,1,3
"ribet bener interfacenya,bingung mau klik mana. mending skip",negative,0,1,0,0
koneksi internet harus stabil biar tidak gagal terus. asli,neutral,1,0,1,1
sangat efektif untuk meningkatkan produktivitas kerja. gas terus,positive,1,0,5,0
"support-nya oke,ada panduan lengkap di websitenya. banyak influencer yang bahas,jadi penasaran.",positive,1,1,1,1
"ribet bener interfacenya,bingung mau klik mana.",negative,0,2,0,0
"kuota boros banget buat generate video 10 detik doang. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",negative,1,0,1,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,0,0,1,4
instalasi vpn-nya bikin pusing tujuh keliling. anjir,negative,1,0,0,0
"viral di tiktok mangkanya nyobain,ternyata emang keren. anjir",positive,1,0,5,0
"menu-menunya membingungkan,banyak iklan ganggu. wkwk",negative,0,1,1,0
"user friendly parah,pemula pasti langsung paham. tools ini ngebantu banget buat nyelesain tugas kuliah. boleh lah",positive,0,5,2,1
"user friendly parah,pemula pasti langsung paham. gas terus",positive,0,5,1,1
"viral di tiktok mangkanya nyobain,ternyata emang keren. hasil generate-nya oke punya,bikin kerjaan sat set. gokil",positive,1,1,5,1
"banyak influencer yang bahas,jadi penasaran.",neutral,0,1,1,0
dosen saya nyaranin pake ini buat riset.,neutral,0,1,1,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,0,0,1,4
"temen-temen kantor udah pada pake,masa saya nggak.",neutral,1,1,1,0
"koneksi internet harus stabil biar tidak gagal terus. tidak guna,malah bikin kerjaan makin numpuk.",positive,1,0,1,1
instalasi vpn-nya bikin pusing tujuh keliling. output-nya kurang akurat buat kebutuhan profesional.,negative,1,1,0,1
"simpel dan elegan,navigasinya enak dipandang. tools ini ngebantu banget buat nyelesain tugas kuliah. gas terus",positive,1,1,5,1
"temen-temen kantor udah pada pake,masa saya nggak. gokil",neutral,1,1,5,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap. dosen saya nyaranin pake ini buat riset.",positive,0,0,1,3
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. anjir",positive,1,0,1,1
"tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,1,1,1,1
instalasi vpn-nya bikin pusing tujuh keliling. wkwk,negative,0,1,1,0
"tidak guna,malah bikin kerjaan makin numpuk. no debat",negative,0,0,1,0
"temen-temen kantor udah pada pake,masa saya nggak. kuota boros banget buat generate video 10 detik doang. anjir",neutral,0,0,0,1
output-nya kurang akurat buat kebutuhan profesional.,negative,1,1,0,0
"kuota boros banget buat generate video 10 detik doang. cara pakainya gampang banget,gak perlu tutorial. parah sih",negative,0,5,1,1
"temen-temen kantor udah pada pake,masa saya nggak. kuota boros banget buat generate video 10 detik doang.",neutral,1,0,1,1
"menu-menunya membingungkan,banyak iklan ganggu. output-nya kurang akurat buat kebutuhan profesional.",negative,1,1,1,0
"cara pakainya gampang banget,gak perlu tutorial. temen-temen kantor udah pada pake,masa saya nggak.",positive,0,5,1,1
"menu-menunya membingungkan,banyak iklan ganggu. rekomendasi dari komunitas ai ini emang tidak pernah gagal.",negative,1,0,1,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,0,0,1,4
kuota boros banget buat generate video 10 detik doang.,negative,0,0,0,1
"banyak influencer yang bahas,jadi penasaran. hp kentang saya tidak kuat jalanin aplikasi ini. wkwk",negative,0,0,1,1
"instalasi vpn-nya bikin pusing tujuh keliling. laptop spek rendah tetep bisa akses lewat cloud,mantap.",negative,0,0,2,4
"user friendly parah,pemula pasti langsung paham. banyak influencer yang bahas,jadi penasaran.",positive,0,5,1,1
"hasil generate-nya oke punya,bikin kerjaan sat set. temen-temen kantor udah pada pake,masa saya nggak. gas terus",neutral,1,1,1,1
"dosen saya nyaranin pake ini buat riset. hasil generate-nya oke punya,bikin kerjaan sat set. wkwk",neutral,0,1,1,1
"support-nya oke,ada panduan lengkap di websitenya. output-nya kurang akurat buat kebutuhan profesional.",negative,1,2,1,1
"ngebantu cari ide konten pas lagi mampet. banyak influencer yang bahas,jadi penasaran. gas terus",positive,0,0,1,1
"menu-menunya membingungkan,banyak iklan ganggu.",negative,0,1,1,0
kuota boros banget buat generate video 10 detik doang. output-nya kurang akurat buat kebutuhan profesional.,negative,1,1,1,1
"dosen saya nyaranin pake ini buat riset. tidak guna,malah bikin kerjaan makin numpuk. wkwk",negative,0,0,1,1
"tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,1,1,1,1
"ribet bener interfacenya,bingung mau klik mana. viral di tiktok mangkanya nyobain,ternyata emang keren. mending skip",positive,0,1,3,1
"cara pakainya gampang banget,gak perlu tutorial. hasil generate-nya oke punya,bikin kerjaan sat set.",positive,0,5,1,1
"hasil generate-nya oke punya,bikin kerjaan sat set.",neutral,1,1,1,1
sayang banget harus pake vpn baru bisa akses. dosen saya nyaranin pake ini buat riset.,neutral,0,1,1,1
"banyak influencer yang bahas,jadi penasaran. anjir",neutral,0,1,1,0
"hasil generate-nya oke punya,bikin kerjaan sat set. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,1,0,2,4
"laptop spek rendah tetep bisa akses lewat cloud,mantap. user friendly parah,pemula pasti langsung paham.",positive,0,5,2,2
"ribet bener interfacenya,bingung mau klik mana.",negative,0,2,0,0
"dosen saya nyaranin pake ini buat riset. hasil generate-nya oke punya,bikin kerjaan sat set. gokil",positive,1,0,3,1
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,positive,1,0,1,0
